Date,Year,Study,Time,Temp,Soil moisture,Precipitation,RH%,Soil temp
10-21,2021,Fall 2022,24:00,6.63,0.203,0.00,81.80,12.87
10-22,2021,Fall 2022,01:00,5.95,0.202,0.00,76.18,12.54
10-22,2021,Fall 2022,02:00,5.38,0.202,0.00,75.63,12.20
10-22,2021,Fall 2022,03:00,5.22,0.202,0.00,76.41,11.91
10-22,2021,Fall 2022,04:00,3.63,0.201,0.00,88.70,11.62
10-22,2021,Fall 2022,05:00,2.57,0.201,0.00,97.10,11.29
10-22,2021,Fall 2022,06:00,1.77,0.201,0.00,98.90,10.95
10-22,2021,Fall 2022,07:00,1.73,0.200,0.00,99.50,10.63
10-22,2021,Fall 2022,08:00,1.42,0.200,0.00,99.50,10.33
10-22,2021,Fall 2022,09:00,1.56,0.200,0.00,99.70,10.04
10-22,2021,Fall 2022,10:00,5.01,0.201,0.00,85.20,9.82
10-22,2021,Fall 2022,11:00,6.49,0.201,0.00,65.61,9.86
10-22,2021,Fall 2022,12:00,7.70,0.201,0.00,60.82,10.36
10-22,2021,Fall 2022,13:00,8.28,0.201,0.00,58.39,11.18
10-22,2021,Fall 2022,14:00,8.69,0.201,0.00,58.31,12.02
10-22,2021,Fall 2022,15:00,8.95,0.201,0.00,57.04,12.63
10-22,2021,Fall 2022,16:00,9.22,0.201,0.00,57.57,12.98
10-22,2021,Fall 2022,17:00,8.81,0.201,0.00,59.39,13.10
10-22,2021,Fall 2022,18:00,8.66,0.200,0.00,61.62,12.95
10-22,2021,Fall 2022,19:00,7.92,0.200,0.00,67.52,12.69
10-22,2021,Fall 2022,20:00,7.14,0.200,0.00,73.05,12.37
10-22,2021,Fall 2022,21:00,6.71,0.200,0.00,75.23,12.06
10-22,2021,Fall 2022,22:00,6.59,0.199,0.00,75.42,11.79
10-22,2021,Fall 2022,23:00,6.37,0.199,0.25,80.20,11.57
10-22,2021,Fall 2022,24:00,5.83,0.200,0.00,89.10,11.40
10-23,2021,Fall 2022,01:00,5.86,0.200,0.00,90.10,11.26
10-23,2021,Fall 2022,02:00,6.01,0.199,0.00,87.30,11.13
10-23,2021,Fall 2022,03:00,6.13,0.199,0.00,87.00,11.01
10-23,2021,Fall 2022,04:00,6.04,0.199,0.00,89.90,10.91
10-23,2021,Fall 2022,05:00,6.24,0.199,0.00,88.20,10.82
10-23,2021,Fall 2022,06:00,6.33,0.199,0.00,92.90,10.76
10-23,2021,Fall 2022,07:00,6.45,0.199,0.00,96.80,10.71
10-23,2021,Fall 2022,08:00,6.06,0.199,0.00,98.30,10.62
10-23,2021,Fall 2022,09:00,5.99,0.199,0.00,98.00,10.50
10-23,2021,Fall 2022,10:00,6.37,0.199,0.00,94.50,10.43
10-23,2021,Fall 2022,11:00,7.59,0.200,0.00,84.60,10.51
10-23,2021,Fall 2022,12:00,9.38,0.200,0.00,66.87,10.89
10-23,2021,Fall 2022,13:00,10.28,0.200,0.00,56.92,11.48
10-23,2021,Fall 2022,14:00,10.52,0.199,0.00,54.98,12.09
10-23,2021,Fall 2022,15:00,10.23,0.199,0.00,55.94,12.39
10-23,2021,Fall 2022,16:00,9.53,0.199,0.00,65.06,12.31
10-23,2021,Fall 2022,17:00,10.14,0.199,0.00,65.26,12.22
10-23,2021,Fall 2022,18:00,9.21,0.198,0.00,69.45,12.20
10-23,2021,Fall 2022,19:00,8.49,0.198,0.00,77.30,12.01
10-23,2021,Fall 2022,20:00,7.48,0.198,0.00,78.86,11.77
10-23,2021,Fall 2022,21:00,4.51,0.197,0.00,93.60,11.42
10-23,2021,Fall 2022,22:00,3.16,0.197,0.00,98.40,10.99
10-23,2021,Fall 2022,23:00,2.23,0.196,0.00,99.50,10.57
10-23,2021,Fall 2022,24:00,1.56,0.196,0.00,99.90,10.19
10-24,2021,Fall 2022,01:00,1.02,0.196,0.00,100.00,9.82
10-24,2021,Fall 2022,02:00,0.51,0.196,0.00,100.00,9.49
10-24,2021,Fall 2022,03:00,0.26,0.196,0.00,99.90,9.18
10-24,2021,Fall 2022,04:00,-0.05,0.195,0.00,99.90,8.90
10-24,2021,Fall 2022,05:00,-0.16,0.195,0.00,100.00,8.64
10-24,2021,Fall 2022,06:00,0.25,0.195,0.00,100.00,8.45
10-24,2021,Fall 2022,07:00,0.47,0.195,0.00,100.00,8.32
10-24,2021,Fall 2022,08:00,0.47,0.195,0.00,100.00,8.23
10-24,2021,Fall 2022,09:00,0.48,0.195,0.25,100.00,8.17
10-24,2021,Fall 2022,10:00,1.56,0.195,0.00,100.00,8.18
10-24,2021,Fall 2022,11:00,3.52,0.196,0.00,100.00,8.38
10-24,2021,Fall 2022,12:00,5.25,0.196,0.00,100.00,8.73
10-24,2021,Fall 2022,13:00,6.40,0.196,0.00,99.90,9.11
10-24,2021,Fall 2022,14:00,7.60,0.196,0.00,90.60,9.55
10-24,2021,Fall 2022,15:00,8.13,0.196,0.00,84.80,9.85
10-24,2021,Fall 2022,16:00,8.34,0.196,0.00,82.20,9.96
10-24,2021,Fall 2022,17:00,8.39,0.196,0.00,82.40,10.01
10-24,2021,Fall 2022,18:00,8.03,0.196,0.00,88.50,10.02
10-24,2021,Fall 2022,19:00,7.65,0.197,0.25,91.60,10.01
10-24,2021,Fall 2022,20:00,7.56,0.197,0.00,89.00,9.95
10-24,2021,Fall 2022,21:00,7.20,0.200,1.52,94.00,9.86
10-24,2021,Fall 2022,22:00,6.86,0.204,1.78,97.50,9.76
10-24,2021,Fall 2022,23:00,6.64,0.212,4.83,97.30,9.62
10-24,2021,Fall 2022,24:00,6.36,0.227,5.84,97.40,9.29
10-25,2021,Fall 2022,01:00,6.22,0.242,1.78,98.00,9.01
10-25,2021,Fall 2022,02:00,6.23,0.244,2.03,98.40,8.90
10-25,2021,Fall 2022,03:00,6.21,0.249,2.79,99.50,8.80
10-25,2021,Fall 2022,04:00,6.37,0.248,1.52,98.70,8.70
10-25,2021,Fall 2022,05:00,6.33,0.247,1.52,98.10,8.63
10-25,2021,Fall 2022,06:00,6.45,0.248,1.78,98.60,8.56
10-25,2021,Fall 2022,07:00,6.60,0.247,1.02,98.70,8.52
10-25,2021,Fall 2022,08:00,6.64,0.248,2.03,99.10,8.50
10-25,2021,Fall 2022,09:00,6.92,0.249,2.03,99.50,8.47
10-25,2021,Fall 2022,10:00,7.04,0.250,2.79,99.20,8.46
10-25,2021,Fall 2022,11:00,7.00,0.253,2.79,98.50,8.45
10-25,2021,Fall 2022,12:00,6.99,0.253,2.54,98.20,8.45
10-25,2021,Fall 2022,13:00,6.99,0.252,1.78,98.10,8.45
10-25,2021,Fall 2022,14:00,7.10,0.248,0.51,97.00,8.47
10-25,2021,Fall 2022,15:00,7.56,0.244,0.51,97.50,8.54
10-25,2021,Fall 2022,16:00,8.08,0.242,0.25,96.60,8.67
10-25,2021,Fall 2022,17:00,8.51,0.240,0.00,95.00,8.87
10-25,2021,Fall 2022,18:00,8.39,0.239,0.51,96.00,9.05
10-25,2021,Fall 2022,19:00,8.35,0.238,0.00,93.80,9.11
10-25,2021,Fall 2022,20:00,8.04,0.236,0.00,90.60,9.08
10-25,2021,Fall 2022,21:00,7.71,0.234,0.00,87.50,9.00
10-25,2021,Fall 2022,22:00,7.58,0.233,0.00,89.80,8.88
10-25,2021,Fall 2022,23:00,7.55,0.232,0.00,93.70,8.80
10-25,2021,Fall 2022,24:00,7.17,0.230,0.00,93.70,8.77
10-26,2021,Fall 2022,01:00,6.73,0.230,0.00,95.50,8.74
10-26,2021,Fall 2022,02:00,6.46,0.229,0.00,93.50,8.70
10-26,2021,Fall 2022,03:00,6.09,0.229,0.00,93.20,8.64
10-26,2021,Fall 2022,04:00,5.87,0.229,0.00,91.20,8.56
10-26,2021,Fall 2022,05:00,5.00,0.228,0.00,91.70,8.47
10-26,2021,Fall 2022,06:00,3.78,0.227,0.00,94.60,8.28
10-26,2021,Fall 2022,07:00,3.31,0.227,0.00,94.80,7.99
10-26,2021,Fall 2022,08:00,2.90,0.226,0.00,95.90,7.68
10-26,2021,Fall 2022,09:00,3.11,0.226,0.00,93.60,7.41
10-26,2021,Fall 2022,10:00,4.24,0.226,0.00,87.40,7.22
10-26,2021,Fall 2022,11:00,4.56,0.225,0.00,81.20,7.29
10-26,2021,Fall 2022,12:00,4.79,0.225,0.00,77.55,7.69
10-26,2021,Fall 2022,13:00,5.85,0.224,0.00,71.80,8.22
10-26,2021,Fall 2022,14:00,6.80,0.224,0.00,67.19,8.99
10-26,2021,Fall 2022,15:00,7.62,0.223,0.00,64.35,9.83
10-26,2021,Fall 2022,16:00,8.57,0.223,0.00,59.90,10.59
10-26,2021,Fall 2022,17:00,9.04,0.222,0.00,56.42,10.80
10-26,2021,Fall 2022,18:00,9.13,0.222,0.00,54.23,10.68
10-26,2021,Fall 2022,19:00,7.66,0.222,0.00,62.13,10.36
10-26,2021,Fall 2022,20:00,4.11,0.221,0.00,84.40,9.86
10-26,2021,Fall 2022,21:00,2.16,0.220,0.00,95.60,9.32
10-26,2021,Fall 2022,22:00,1.55,0.219,0.00,98.50,8.82
10-26,2021,Fall 2022,23:00,1.02,0.219,0.00,99.10,8.36
10-26,2021,Fall 2022,24:00,0.35,0.219,0.00,99.60,7.96
10-27,2021,Fall 2022,01:00,0.42,0.218,0.00,99.90,7.61
10-27,2021,Fall 2022,02:00,1.06,0.218,0.00,100.00,7.32
10-27,2021,Fall 2022,03:00,2.75,0.218,0.00,99.80,7.23
10-27,2021,Fall 2022,04:00,3.60,0.218,0.00,99.00,7.27
10-27,2021,Fall 2022,05:00,4.23,0.218,0.00,97.40,7.34
10-27,2021,Fall 2022,06:00,4.81,0.218,0.00,94.30,7.43
10-27,2021,Fall 2022,07:00,5.21,0.218,0.00,92.40,7.51
10-27,2021,Fall 2022,08:00,5.33,0.218,0.00,96.10,7.58
10-27,2021,Fall 2022,09:00,5.63,0.218,0.00,97.60,7.63
10-27,2021,Fall 2022,10:00,5.97,0.218,0.00,98.90,7.72
10-27,2021,Fall 2022,11:00,6.49,0.218,0.00,99.40,7.91
10-27,2021,Fall 2022,12:00,7.31,0.218,0.00,99.50,8.24
10-27,2021,Fall 2022,13:00,8.08,0.218,0.00,98.00,8.80
10-27,2021,Fall 2022,14:00,9.00,0.218,0.00,93.30,9.37
10-27,2021,Fall 2022,15:00,9.66,0.218,0.00,89.10,9.87
10-27,2021,Fall 2022,16:00,10.30,0.218,0.00,85.80,10.21
10-27,2021,Fall 2022,17:00,10.50,0.218,0.00,85.10,10.41
10-27,2021,Fall 2022,18:00,10.15,0.218,0.00,88.50,10.50
10-27,2021,Fall 2022,19:00,9.92,0.217,0.00,91.10,10.45
10-27,2021,Fall 2022,20:00,9.46,0.217,0.00,96.40,10.32
10-27,2021,Fall 2022,21:00,9.28,0.217,0.00,99.30,10.20
10-27,2021,Fall 2022,22:00,9.25,0.217,0.00,100.00,10.12
10-27,2021,Fall 2022,23:00,9.25,0.217,0.00,100.00,10.08
10-27,2021,Fall 2022,24:00,9.26,0.217,0.25,100.00,10.05
10-28,2021,Fall 2022,01:00,9.47,0.217,0.00,100.00,10.02
10-28,2021,Fall 2022,02:00,9.66,0.217,0.00,100.00,10.01
10-28,2021,Fall 2022,03:00,9.90,0.217,0.00,99.90,10.00
10-28,2021,Fall 2022,04:00,9.93,0.217,0.00,99.60,10.01
10-28,2021,Fall 2022,05:00,9.60,0.216,0.00,99.50,9.94
10-28,2021,Fall 2022,06:00,9.86,0.216,0.00,99.20,9.84
10-28,2021,Fall 2022,07:00,9.93,0.216,0.00,98.80,9.83
10-28,2021,Fall 2022,08:00,9.73,0.216,0.00,98.20,9.85
10-28,2021,Fall 2022,09:00,9.21,0.216,0.00,98.70,9.80
10-28,2021,Fall 2022,10:00,9.65,0.216,0.00,96.70,9.74
10-28,2021,Fall 2022,11:00,10.76,0.216,0.00,88.80,9.86
10-28,2021,Fall 2022,12:00,12.68,0.216,0.00,78.29,10.20
10-28,2021,Fall 2022,13:00,14.02,0.216,0.00,72.08,10.78
10-28,2021,Fall 2022,14:00,15.21,0.216,0.00,64.37,11.57
10-28,2021,Fall 2022,15:00,14.83,0.215,0.00,62.98,12.19
10-28,2021,Fall 2022,16:00,15.90,0.215,0.00,59.45,12.34
10-28,2021,Fall 2022,17:00,15.50,0.214,0.00,58.15,12.48
10-28,2021,Fall 2022,18:00,15.00,0.214,0.00,58.95,12.40
10-28,2021,Fall 2022,19:00,14.26,0.214,0.00,61.78,12.23
10-28,2021,Fall 2022,20:00,13.48,0.213,0.00,67.58,12.03
10-28,2021,Fall 2022,21:00,12.91,0.213,0.00,71.86,11.82
10-28,2021,Fall 2022,22:00,12.41,0.213,0.00,74.94,11.64
10-28,2021,Fall 2022,23:00,11.90,0.213,0.00,76.18,11.50
10-28,2021,Fall 2022,24:00,10.79,0.214,0.25,85.50,11.36
10-29,2021,Fall 2022,01:00,10.37,0.214,0.25,88.50,11.23
10-29,2021,Fall 2022,02:00,9.85,0.218,1.02,97.00,11.10
10-29,2021,Fall 2022,03:00,9.67,0.221,1.27,99.50,11.00
10-29,2021,Fall 2022,04:00,9.44,0.227,1.52,100.00,10.92
10-29,2021,Fall 2022,05:00,9.43,0.230,1.27,100.00,10.84
10-29,2021,Fall 2022,06:00,9.64,0.235,1.27,100.00,10.77
10-29,2021,Fall 2022,07:00,10.04,0.239,0.51,100.00,10.72
10-29,2021,Fall 2022,08:00,10.48,0.244,0.51,100.00,10.71
10-29,2021,Fall 2022,09:00,10.97,0.242,0.00,100.00,10.74
10-29,2021,Fall 2022,10:00,11.38,0.240,0.00,100.00,10.80
10-29,2021,Fall 2022,11:00,11.82,0.239,0.25,100.00,10.90
10-29,2021,Fall 2022,12:00,12.21,0.241,1.52,100.00,11.05
10-29,2021,Fall 2022,13:00,12.38,0.243,0.25,100.00,11.23
10-29,2021,Fall 2022,14:00,12.46,0.242,0.00,100.00,11.40
10-29,2021,Fall 2022,15:00,12.84,0.241,0.00,99.20,11.58
10-29,2021,Fall 2022,16:00,12.73,0.239,0.00,98.00,11.77
10-29,2021,Fall 2022,17:00,12.27,0.238,0.51,99.20,11.86
10-29,2021,Fall 2022,18:00,12.04,0.238,0.25,98.70,11.86
10-29,2021,Fall 2022,19:00,11.72,0.240,0.76,99.40,11.83
10-29,2021,Fall 2022,20:00,11.54,0.242,1.27,100.00,11.74
10-29,2021,Fall 2022,21:00,11.47,0.246,1.02,100.00,11.66
10-29,2021,Fall 2022,22:00,11.35,0.247,0.76,99.90,11.59
10-29,2021,Fall 2022,23:00,10.85,0.247,1.02,98.90,11.53
10-29,2021,Fall 2022,24:00,10.20,0.247,0.51,99.50,11.43
10-30,2021,Fall 2022,01:00,9.80,0.246,0.25,99.60,11.30
10-30,2021,Fall 2022,02:00,9.58,0.244,0.25,99.60,11.18
10-30,2021,Fall 2022,03:00,9.41,0.243,0.00,99.40,11.07
10-30,2021,Fall 2022,04:00,9.12,0.241,0.00,98.40,10.95
10-30,2021,Fall 2022,05:00,9.06,0.240,0.00,98.10,10.83
10-30,2021,Fall 2022,06:00,9.03,0.238,0.00,97.40,10.73
10-30,2021,Fall 2022,07:00,8.99,0.237,0.00,97.90,10.64
10-30,2021,Fall 2022,08:00,8.85,0.236,0.00,99.20,10.57
10-30,2021,Fall 2022,09:00,8.81,0.235,0.00,98.50,10.50
10-30,2021,Fall 2022,10:00,8.97,0.234,0.00,97.40,10.47
10-30,2021,Fall 2022,11:00,9.11,0.234,0.00,98.10,10.47
10-30,2021,Fall 2022,12:00,9.79,0.233,0.00,92.80,10.60
10-30,2021,Fall 2022,13:00,10.24,0.232,0.00,89.30,10.79
10-30,2021,Fall 2022,14:00,10.61,0.232,0.00,86.30,10.99
10-30,2021,Fall 2022,15:00,10.70,0.231,0.00,85.20,11.16
10-30,2021,Fall 2022,16:00,10.65,0.231,0.00,89.50,11.25
10-30,2021,Fall 2022,17:00,10.26,0.231,0.25,95.60,11.32
10-30,2021,Fall 2022,18:00,10.42,0.231,0.00,91.30,11.35
10-30,2021,Fall 2022,19:00,9.68,0.231,0.25,98.90,11.31
10-30,2021,Fall 2022,20:00,9.55,0.231,0.00,99.50,11.21
10-30,2021,Fall 2022,21:00,9.55,0.231,0.00,98.00,11.10
10-30,2021,Fall 2022,22:00,9.49,0.231,0.00,97.20,11.00
10-30,2021,Fall 2022,23:00,9.51,0.231,0.00,98.60,10.92
10-30,2021,Fall 2022,24:00,9.50,0.230,0.00,99.30,10.87
10-31,2021,Fall 2022,01:00,9.20,0.230,0.00,99.80,10.81
10-31,2021,Fall 2022,02:00,8.27,0.229,0.00,100.00,10.67
10-31,2021,Fall 2022,03:00,7.61,0.229,0.00,100.00,10.38
10-31,2021,Fall 2022,04:00,7.14,0.228,0.00,99.30,10.09
10-31,2021,Fall 2022,05:00,6.11,0.228,0.00,99.90,9.82
10-31,2021,Fall 2022,06:00,5.49,0.227,0.00,100.00,9.55
10-31,2021,Fall 2022,07:00,5.17,0.227,0.00,100.00,9.28
10-31,2021,Fall 2022,08:00,5.06,0.227,0.00,100.00,9.05
10-31,2021,Fall 2022,09:00,5.02,0.226,0.00,100.00,8.83
10-31,2021,Fall 2022,10:00,6.82,0.227,0.00,95.50,8.70
10-31,2021,Fall 2022,11:00,9.56,0.227,0.00,83.00,8.79
10-31,2021,Fall 2022,12:00,11.74,0.227,0.00,81.00,9.38
10-31,2021,Fall 2022,13:00,11.84,0.227,0.25,83.50,10.13
10-31,2021,Fall 2022,14:00,11.47,0.226,0.00,85.80,10.47
10-31,2021,Fall 2022,15:00,11.81,0.226,0.00,83.60,10.65
10-31,2021,Fall 2022,16:00,11.52,0.226,0.00,84.30,10.79
10-31,2021,Fall 2022,17:00,11.58,0.225,0.00,72.47,10.92
10-31,2021,Fall 2022,18:00,9.65,0.226,0.00,83.70,10.89
10-31,2021,Fall 2022,19:00,8.29,0.225,0.00,80.80,10.73
10-31,2021,Fall 2022,20:00,7.92,0.225,0.00,77.68,10.45
10-31,2021,Fall 2022,21:00,7.45,0.224,0.00,76.67,10.16
10-31,2021,Fall 2022,22:00,7.07,0.224,0.00,76.95,9.85
10-31,2021,Fall 2022,23:00,6.77,0.223,0.00,78.89,9.54
10-31,2021,Fall 2022,24:00,5.86,0.223,0.00,82.00,9.31
11-01,2021,Fall 2022,01:00,4.83,0.222,0.00,81.90,9.04
11-01,2021,Fall 2022,02:00,4.54,0.222,0.00,74.68,8.71
11-01,2021,Fall 2022,03:00,4.55,0.222,0.00,64.43,8.37
11-01,2021,Fall 2022,04:00,2.86,0.219,0.00,72.56,8.04
11-01,2021,Fall 2022,05:00,1.91,0.218,0.00,78.83,7.73
11-01,2021,Fall 2022,06:00,1.08,0.217,0.00,84.30,7.43
11-01,2021,Fall 2022,07:00,1.26,0.217,0.00,83.20,7.16
11-01,2021,Fall 2022,08:00,1.27,0.217,0.00,83.90,6.90
11-01,2021,Fall 2022,09:00,1.28,0.217,0.00,85.30,6.67
11-01,2021,Fall 2022,10:00,3.76,0.217,0.00,75.57,6.51
11-01,2021,Fall 2022,11:00,6.00,0.218,0.00,63.96,6.57
11-01,2021,Fall 2022,12:00,6.61,0.217,0.00,55.25,7.00
11-01,2021,Fall 2022,13:00,6.61,0.217,0.00,51.65,7.43
11-01,2021,Fall 2022,14:00,6.95,0.217,0.00,51.06,7.70
11-01,2021,Fall 2022,15:00,7.23,0.216,0.00,48.93,7.93
11-01,2021,Fall 2022,16:00,7.16,0.216,0.00,48.21,8.10
11-01,2021,Fall 2022,17:00,6.84,0.216,0.00,47.47,8.14
11-01,2021,Fall 2022,18:00,6.24,0.215,0.00,47.26,8.04
11-01,2021,Fall 2022,19:00,5.52,0.215,0.00,52.34,7.79
11-01,2021,Fall 2022,20:00,5.08,0.214,0.00,57.47,7.55
11-01,2021,Fall 2022,21:00,4.46,0.214,0.00,63.74,7.35
11-01,2021,Fall 2022,22:00,4.34,0.214,0.00,67.40,7.25
11-01,2021,Fall 2022,23:00,3.96,0.215,0.00,79.37,7.18
11-01,2021,Fall 2022,24:00,3.35,0.215,0.00,87.80,7.09
11-02,2021,Fall 2022,01:00,2.98,0.215,0.00,91.00,7.01
11-02,2021,Fall 2022,02:00,2.38,0.214,0.00,94.80,6.91
11-02,2021,Fall 2022,03:00,2.46,0.214,0.00,93.90,6.78
11-02,2021,Fall 2022,04:00,2.45,0.214,0.00,93.10,6.71
11-02,2021,Fall 2022,05:00,2.45,0.214,0.00,90.80,6.65
11-02,2021,Fall 2022,06:00,2.79,0.214,0.00,84.00,6.59
11-02,2021,Fall 2022,07:00,2.79,0.214,0.00,81.40,6.52
11-02,2021,Fall 2022,08:00,2.55,0.213,0.00,83.90,6.45
11-02,2021,Fall 2022,09:00,2.48,0.213,0.00,84.10,6.38
11-02,2021,Fall 2022,10:00,2.88,0.213,0.00,82.20,6.33
11-02,2021,Fall 2022,11:00,3.94,0.213,0.00,74.05,6.42
11-02,2021,Fall 2022,12:00,5.23,0.214,0.00,63.23,6.70
11-02,2021,Fall 2022,13:00,5.91,0.214,0.00,53.41,7.21
11-02,2021,Fall 2022,14:00,6.15,0.213,0.00,49.15,7.67
11-02,2021,Fall 2022,15:00,5.32,0.212,0.00,53.74,7.85
11-02,2021,Fall 2022,16:00,5.75,0.212,0.00,53.38,7.80
11-02,2021,Fall 2022,17:00,5.67,0.212,0.00,48.87,7.78
11-02,2021,Fall 2022,18:00,4.80,0.211,0.00,50.96,7.63
11-02,2021,Fall 2022,19:00,4.04,0.211,0.00,53.54,7.35
11-02,2021,Fall 2022,20:00,3.58,0.210,0.00,58.08,7.00
11-02,2021,Fall 2022,21:00,2.93,0.210,0.00,63.13,6.71
11-02,2021,Fall 2022,22:00,2.27,0.210,0.00,69.97,6.46
11-02,2021,Fall 2022,23:00,1.04,0.210,0.00,78.25,6.25
11-02,2021,Fall 2022,24:00,-0.69,0.209,0.00,87.80,6.00
11-03,2021,Fall 2022,01:00,-1.43,0.209,0.00,93.30,5.71
11-03,2021,Fall 2022,02:00,-1.00,0.209,0.00,89.80,5.42
11-03,2021,Fall 2022,03:00,-1.75,0.209,0.00,94.40,5.16
11-03,2021,Fall 2022,04:00,-2.97,0.209,0.00,97.60,4.93
11-03,2021,Fall 2022,05:00,-3.02,0.208,0.00,98.30,4.70
11-03,2021,Fall 2022,06:00,-3.48,0.208,0.00,98.80,4.49
11-03,2021,Fall 2022,07:00,-3.53,0.207,0.00,99.20,4.29
11-03,2021,Fall 2022,08:00,-3.39,0.206,0.00,98.80,4.12
11-03,2021,Fall 2022,09:00,-2.89,0.205,0.00,98.60,3.96
11-03,2021,Fall 2022,10:00,-1.01,0.207,0.00,95.20,3.86
11-03,2021,Fall 2022,11:00,1.18,0.208,0.00,86.70,3.96
11-03,2021,Fall 2022,12:00,3.86,0.208,0.00,69.66,4.51
11-03,2021,Fall 2022,13:00,4.84,0.208,0.00,59.23,5.42
11-03,2021,Fall 2022,14:00,5.72,0.208,0.00,53.18,6.19
11-03,2021,Fall 2022,15:00,5.86,0.207,0.00,49.51,6.93
11-03,2021,Fall 2022,16:00,5.98,0.207,0.00,49.66,7.32
11-03,2021,Fall 2022,17:00,6.44,0.207,0.00,48.75,7.41
11-03,2021,Fall 2022,18:00,6.16,0.207,0.00,47.33,7.51
11-03,2021,Fall 2022,19:00,4.43,0.206,0.00,58.84,7.40
11-03,2021,Fall 2022,20:00,3.41,0.206,0.00,73.21,7.14
11-03,2021,Fall 2022,21:00,3.58,0.206,0.00,72.33,6.93
11-03,2021,Fall 2022,22:00,3.18,0.206,0.00,78.49,6.76
11-03,2021,Fall 2022,23:00,2.54,0.206,0.00,80.00,6.60
11-03,2021,Fall 2022,24:00,1.12,0.206,0.00,90.70,6.36
11-04,2021,Fall 2022,01:00,0.93,0.206,0.00,96.00,6.16
11-04,2021,Fall 2022,02:00,0.21,0.206,0.00,96.60,6.03
11-04,2021,Fall 2022,03:00,-0.30,0.205,0.00,98.90,5.82
11-04,2021,Fall 2022,04:00,-0.68,0.205,0.00,98.80,5.62
11-04,2021,Fall 2022,05:00,-0.65,0.205,0.00,99.50,5.44
11-04,2021,Fall 2022,06:00,-0.27,0.205,0.00,99.80,5.35
11-04,2021,Fall 2022,07:00,0.13,0.205,0.00,98.90,5.30
11-04,2021,Fall 2022,08:00,0.47,0.205,0.00,96.90,5.28
11-04,2021,Fall 2022,09:00,0.72,0.205,0.00,96.20,5.27
11-04,2021,Fall 2022,10:00,1.10,0.205,0.00,94.40,5.27
11-04,2021,Fall 2022,11:00,2.39,0.205,0.00,83.30,5.40
11-04,2021,Fall 2022,12:00,3.76,0.205,0.00,73.52,5.76
11-04,2021,Fall 2022,13:00,5.40,0.206,0.00,60.80,6.40
11-04,2021,Fall 2022,14:00,6.01,0.206,0.00,50.51,7.37
11-04,2021,Fall 2022,15:00,5.77,0.205,0.00,46.15,7.97
11-04,2021,Fall 2022,16:00,6.47,0.205,0.00,40.83,8.11
11-04,2021,Fall 2022,17:00,6.23,0.205,0.00,40.03,8.21
11-04,2021,Fall 2022,18:00,5.56,0.204,0.00,44.45,8.10
11-04,2021,Fall 2022,19:00,4.17,0.204,0.00,58.87,7.83
11-04,2021,Fall 2022,20:00,1.38,0.203,0.00,71.80,7.46
11-04,2021,Fall 2022,21:00,-0.63,0.203,0.00,83.80,6.99
11-04,2021,Fall 2022,22:00,-1.63,0.202,0.00,89.50,6.51
11-04,2021,Fall 2022,23:00,-2.37,0.202,0.00,93.90,6.07
11-04,2021,Fall 2022,24:00,-2.97,0.202,0.00,96.30,5.68
11-05,2021,Fall 2022,01:00,-3.28,0.202,0.00,97.70,5.33
11-05,2021,Fall 2022,02:00,-2.85,0.202,0.00,98.40,5.04
11-05,2021,Fall 2022,03:00,-1.98,0.202,0.00,97.60,4.88
11-05,2021,Fall 2022,04:00,-0.81,0.202,0.00,90.10,4.79
11-05,2021,Fall 2022,05:00,-0.46,0.202,0.00,87.70,4.76
11-05,2021,Fall 2022,06:00,-0.59,0.202,0.00,90.40,4.71
11-05,2021,Fall 2022,07:00,0.48,0.202,0.00,82.70,4.70
11-05,2021,Fall 2022,08:00,1.12,0.202,0.00,77.53,4.73
11-05,2021,Fall 2022,09:00,1.64,0.202,0.00,75.78,4.75
11-05,2021,Fall 2022,10:00,2.82,0.202,0.00,71.95,4.81
11-05,2021,Fall 2022,11:00,4.23,0.202,0.00,67.07,5.00
11-05,2021,Fall 2022,12:00,5.21,0.202,0.00,64.05,5.34
11-05,2021,Fall 2022,13:00,6.78,0.203,0.00,60.50,5.74
11-05,2021,Fall 2022,14:00,7.16,0.203,0.00,60.17,6.28
11-05,2021,Fall 2022,15:00,7.76,0.202,0.00,58.41,6.65
11-05,2021,Fall 2022,16:00,9.15,0.202,0.00,51.68,7.02
11-05,2021,Fall 2022,17:00,9.41,0.202,0.00,48.11,7.38
11-05,2021,Fall 2022,18:00,9.45,0.202,0.00,46.49,7.53
11-05,2021,Fall 2022,19:00,7.00,0.201,0.00,56.08,7.43
11-05,2021,Fall 2022,20:00,3.12,0.201,0.00,75.13,7.07
11-05,2021,Fall 2022,21:00,1.41,0.200,0.00,84.90,6.63
11-05,2021,Fall 2022,22:00,1.23,0.200,0.00,85.10,6.22
11-05,2021,Fall 2022,23:00,3.02,0.200,0.00,73.18,5.86
11-05,2021,Fall 2022,24:00,1.45,0.200,0.00,80.70,5.55
11-06,2021,Fall 2022,01:00,-0.81,0.200,0.00,93.00,5.26
11-06,2021,Fall 2022,02:00,-0.93,0.200,0.00,92.50,4.99
11-06,2021,Fall 2022,03:00,-2.13,0.199,0.00,97.70,4.72
11-06,2021,Fall 2022,04:00,-2.39,0.199,0.00,98.70,4.48
11-06,2021,Fall 2022,05:00,-1.57,0.199,0.00,94.10,4.26
