Date,Year,Study,Time,Temp,Soil moisture,Precipitation,RH%,Soil temp
05-23,2021,Spring 2023,19:00,15.10,0.127,0.00,93.70,23.20
05-23,2021,Spring 2023,20:00,14.53,0.127,0.00,93.40,22.32
05-23,2021,Spring 2023,21:00,13.94,0.126,0.00,93.80,21.53
05-23,2021,Spring 2023,22:00,12.90,0.126,0.00,93.80,20.82
05-23,2021,Spring 2023,23:00,11.75,0.126,0.00,93.40,20.16
05-23,2021,Spring 2023,24:00,11.42,0.125,0.00,93.20,19.56
05-24,2021,Spring 2023,01:00,11.46,0.125,0.00,88.70,19.05
05-24,2021,Spring 2023,02:00,11.48,0.125,0.00,86.10,18.63
05-24,2021,Spring 2023,03:00,11.74,0.125,0.00,85.50,18.26
05-24,2021,Spring 2023,04:00,11.95,0.125,0.00,83.70,17.97
05-24,2021,Spring 2023,05:00,12.09,0.124,0.00,82.80,17.71
05-24,2021,Spring 2023,06:00,12.23,0.124,0.00,83.50,17.49
05-24,2021,Spring 2023,07:00,12.37,0.124,0.00,84.30,17.29
05-24,2021,Spring 2023,08:00,12.64,0.124,0.00,86.60,17.13
05-24,2021,Spring 2023,09:00,13.31,0.124,0.00,87.10,17.04
05-24,2021,Spring 2023,10:00,14.83,0.124,0.00,83.00,17.15
05-24,2021,Spring 2023,11:00,17.23,0.125,0.00,79.66,17.63
05-24,2021,Spring 2023,12:00,20.76,0.125,0.00,75.09,18.71
05-24,2021,Spring 2023,13:00,23.24,0.125,0.00,72.74,20.34
05-24,2021,Spring 2023,14:00,24.31,0.125,0.00,69.60,21.74
05-24,2021,Spring 2023,15:00,25.16,0.125,0.00,67.76,22.62
05-24,2021,Spring 2023,16:00,26.57,0.125,0.00,61.04,23.36
05-24,2021,Spring 2023,17:00,25.61,0.125,0.25,69.56,23.55
05-24,2021,Spring 2023,18:00,26.02,0.125,0.00,69.06,23.55
05-24,2021,Spring 2023,19:00,26.18,0.125,0.00,69.28,23.51
05-24,2021,Spring 2023,20:00,25.68,0.125,0.00,71.68,23.57
05-24,2021,Spring 2023,21:00,24.29,0.125,0.00,82.40,23.29
05-24,2021,Spring 2023,22:00,22.74,0.124,0.00,91.00,22.74
05-24,2021,Spring 2023,23:00,22.07,0.124,0.00,93.50,22.14
05-24,2021,Spring 2023,24:00,21.45,0.124,0.00,92.50,21.61
05-25,2021,Spring 2023,01:00,21.11,0.124,0.00,92.60,21.16
05-25,2021,Spring 2023,02:00,20.97,0.124,0.00,92.60,20.78
05-25,2021,Spring 2023,03:00,20.96,0.123,0.00,90.70,20.43
05-25,2021,Spring 2023,04:00,20.78,0.123,0.00,86.10,20.10
05-25,2021,Spring 2023,05:00,20.09,0.123,0.00,85.40,19.75
05-25,2021,Spring 2023,06:00,20.02,0.123,0.00,77.33,19.40
05-25,2021,Spring 2023,07:00,19.91,0.123,0.00,73.62,19.05
05-25,2021,Spring 2023,08:00,21.20,0.123,0.00,67.55,18.84
05-25,2021,Spring 2023,09:00,22.45,0.123,0.00,64.21,18.90
05-25,2021,Spring 2023,10:00,23.20,0.123,0.00,63.16,19.26
05-25,2021,Spring 2023,11:00,25.05,0.123,0.00,59.20,19.71
05-25,2021,Spring 2023,12:00,27.53,0.123,0.00,50.57,20.84
05-25,2021,Spring 2023,13:00,28.63,0.123,0.00,43.93,22.39
05-25,2021,Spring 2023,14:00,29.55,0.123,0.00,38.61,23.81
05-25,2021,Spring 2023,15:00,30.14,0.124,0.00,36.04,24.89
05-25,2021,Spring 2023,16:00,30.84,0.124,0.00,33.05,25.57
05-25,2021,Spring 2023,17:00,30.30,0.124,0.00,32.48,25.63
05-25,2021,Spring 2023,18:00,29.61,0.123,0.00,35.76,25.54
05-25,2021,Spring 2023,19:00,28.33,0.123,0.00,40.45,25.32
05-25,2021,Spring 2023,20:00,27.59,0.123,0.00,43.54,25.01
05-25,2021,Spring 2023,21:00,26.31,0.123,0.00,48.15,24.60
05-25,2021,Spring 2023,22:00,24.78,0.122,0.00,54.41,24.03
05-25,2021,Spring 2023,23:00,23.36,0.122,0.00,60.63,23.41
05-25,2021,Spring 2023,24:00,23.05,0.122,0.00,62.28,22.82
05-26,2021,Spring 2023,01:00,22.05,0.122,0.00,70.85,22.33
05-26,2021,Spring 2023,02:00,21.28,0.122,0.00,77.03,21.88
05-26,2021,Spring 2023,03:00,20.84,0.121,0.00,80.40,21.46
05-26,2021,Spring 2023,04:00,20.53,0.121,0.00,82.10,21.10
05-26,2021,Spring 2023,05:00,20.64,0.121,0.00,80.60,20.79
05-26,2021,Spring 2023,06:00,19.78,0.121,0.00,90.70,20.52
05-26,2021,Spring 2023,07:00,18.11,0.123,2.79,94.60,20.27
05-26,2021,Spring 2023,08:00,16.47,0.127,2.29,99.80,19.96
05-26,2021,Spring 2023,09:00,16.86,0.128,0.00,99.30,19.70
05-26,2021,Spring 2023,10:00,17.26,0.128,0.25,99.50,19.61
05-26,2021,Spring 2023,11:00,18.04,0.129,0.00,98.40,19.58
05-26,2021,Spring 2023,12:00,19.05,0.129,0.00,95.50,19.68
05-26,2021,Spring 2023,13:00,20.32,0.129,0.00,89.30,19.98
05-26,2021,Spring 2023,14:00,21.60,0.129,0.00,74.97,20.49
05-15,2020,Spring 2023,12:00,17.07,0.219,0.00,97.10,14.14
05-15,2020,Spring 2023,13:00,17.92,0.218,0.00,90.40,14.55
05-15,2020,Spring 2023,14:00,17.61,0.217,0.00,86.90,14.93
05-15,2020,Spring 2023,15:00,17.74,0.217,0.00,84.50,14.97
05-15,2020,Spring 2023,16:00,18.44,0.216,0.00,81.40,15.20
05-15,2020,Spring 2023,17:00,19.99,0.216,0.00,72.68,15.59
05-15,2020,Spring 2023,18:00,20.99,0.215,0.00,66.74,15.96
05-15,2020,Spring 2023,19:00,21.04,0.214,0.00,63.98,16.38
05-15,2020,Spring 2023,20:00,21.33,0.214,0.00,62.92,16.40
05-15,2020,Spring 2023,21:00,20.14,0.214,0.00,65.96,16.33
05-15,2020,Spring 2023,22:00,17.73,0.213,0.00,78.68,16.04
05-15,2020,Spring 2023,23:00,17.61,0.213,0.00,71.51,15.67
05-15,2020,Spring 2023,24:00,16.15,0.212,0.00,73.48,15.20
05-16,2020,Spring 2023,01:00,13.79,0.212,0.00,87.40,14.70
05-16,2020,Spring 2023,02:00,12.96,0.211,0.00,93.90,14.25
05-16,2020,Spring 2023,03:00,12.89,0.211,0.00,89.30,13.93
05-16,2020,Spring 2023,04:00,12.83,0.211,0.00,88.70,13.69
05-16,2020,Spring 2023,05:00,12.21,0.210,0.00,85.90,13.43
05-16,2020,Spring 2023,06:00,11.12,0.210,0.00,91.90,13.06
05-16,2020,Spring 2023,07:00,10.17,0.209,0.00,98.10,12.67
05-16,2020,Spring 2023,08:00,11.09,0.209,0.00,92.40,12.37
05-16,2020,Spring 2023,09:00,12.50,0.209,0.00,81.60,12.33
05-16,2020,Spring 2023,10:00,13.20,0.209,0.00,78.00,12.73
05-16,2020,Spring 2023,11:00,13.67,0.208,0.00,77.68,13.29
05-16,2020,Spring 2023,12:00,14.60,0.208,0.00,76.93,13.82
05-16,2020,Spring 2023,13:00,15.36,0.207,0.00,76.14,14.50
05-16,2020,Spring 2023,14:00,16.16,0.207,0.00,74.10,15.07
05-16,2020,Spring 2023,15:00,17.40,0.206,0.00,70.36,15.68
05-16,2020,Spring 2023,16:00,18.53,0.206,0.00,67.96,16.32
05-16,2020,Spring 2023,17:00,19.58,0.205,0.00,64.65,16.66
05-16,2020,Spring 2023,18:00,20.20,0.204,0.00,63.24,16.97
05-16,2020,Spring 2023,19:00,20.41,0.204,0.00,61.07,17.29
05-16,2020,Spring 2023,20:00,19.64,0.203,0.00,64.36,17.34
05-16,2020,Spring 2023,21:00,17.87,0.202,0.00,74.03,17.01
05-16,2020,Spring 2023,22:00,15.65,0.202,0.00,84.50,16.48
05-16,2020,Spring 2023,23:00,14.60,0.201,0.00,86.50,15.91
05-16,2020,Spring 2023,24:00,14.02,0.201,0.00,86.00,15.38
05-17,2020,Spring 2023,01:00,13.76,0.201,0.00,83.10,14.88
05-17,2020,Spring 2023,02:00,12.68,0.201,0.00,83.90,14.47
05-17,2020,Spring 2023,03:00,11.90,0.200,0.00,82.20,14.09
05-17,2020,Spring 2023,04:00,11.58,0.200,0.00,80.80,13.74
05-17,2020,Spring 2023,05:00,11.30,0.200,0.00,81.30,13.41
05-17,2020,Spring 2023,06:00,11.16,0.199,0.00,82.60,13.11
05-17,2020,Spring 2023,07:00,11.26,0.199,0.00,82.60,12.85
05-17,2020,Spring 2023,08:00,11.74,0.199,0.00,81.20,12.65
05-17,2020,Spring 2023,09:00,12.65,0.199,0.00,75.99,12.56
05-17,2020,Spring 2023,10:00,13.02,0.200,0.00,75.30,12.54
05-17,2020,Spring 2023,11:00,13.09,0.201,0.25,78.62,12.62
05-17,2020,Spring 2023,12:00,12.74,0.204,0.76,84.10,12.88
05-17,2020,Spring 2023,13:00,12.32,0.210,1.27,90.10,13.11
05-17,2020,Spring 2023,14:00,12.47,0.213,0.51,92.10,13.23
05-17,2020,Spring 2023,15:00,13.25,0.215,0.00,92.20,13.44
05-17,2020,Spring 2023,16:00,13.72,0.216,0.51,90.10,13.74
05-17,2020,Spring 2023,17:00,13.61,0.218,0.25,91.70,13.86
05-17,2020,Spring 2023,18:00,13.85,0.219,0.00,91.30,13.88
05-17,2020,Spring 2023,19:00,14.02,0.220,0.76,91.70,13.86
05-17,2020,Spring 2023,20:00,13.74,0.224,1.78,95.50,13.79
05-17,2020,Spring 2023,21:00,13.49,0.228,2.79,96.30,13.66
05-17,2020,Spring 2023,22:00,13.22,0.232,0.51,97.60,13.51
05-17,2020,Spring 2023,23:00,13.16,0.228,0.00,96.90,13.37
05-17,2020,Spring 2023,24:00,13.13,0.225,0.25,97.60,13.24
05-18,2020,Spring 2023,01:00,12.90,0.229,1.78,98.30,13.13
05-18,2020,Spring 2023,02:00,12.70,0.237,2.54,99.00,13.03
05-18,2020,Spring 2023,03:00,12.59,0.256,3.56,99.50,12.93
05-18,2020,Spring 2023,04:00,12.81,0.276,1.02,99.60,12.84
05-18,2020,Spring 2023,05:00,13.12,0.287,2.54,99.30,12.79
05-18,2020,Spring 2023,06:00,13.54,0.296,0.76,99.00,12.77
05-18,2020,Spring 2023,07:00,13.84,0.297,0.25,98.60,12.78
05-18,2020,Spring 2023,08:00,14.06,0.297,0.76,98.00,12.82
05-18,2020,Spring 2023,09:00,14.01,0.298,1.52,98.50,12.89
05-18,2020,Spring 2023,10:00,14.14,0.299,2.29,98.40,12.95
05-18,2020,Spring 2023,11:00,14.14,0.300,1.52,99.50,13.03
05-18,2020,Spring 2023,12:00,14.49,0.300,0.00,98.20,13.17
05-18,2020,Spring 2023,13:00,14.46,0.301,6.10,98.70,13.41
05-18,2020,Spring 2023,14:00,14.20,0.302,5.84,100.00,13.48
05-18,2020,Spring 2023,15:00,14.67,0.301,1.27,99.70,13.52
05-18,2020,Spring 2023,16:00,14.80,0.301,2.29,99.20,13.77
05-18,2020,Spring 2023,17:00,15.26,0.302,0.51,98.20,13.92
05-18,2020,Spring 2023,18:00,15.80,0.302,0.00,95.90,14.19
05-18,2020,Spring 2023,19:00,15.76,0.302,0.25,96.30,14.44
05-18,2020,Spring 2023,20:00,15.27,0.302,0.00,97.60,14.46
05-18,2020,Spring 2023,21:00,14.95,0.302,0.51,98.30,14.37
05-18,2020,Spring 2023,22:00,14.67,0.302,0.00,98.00,14.23
05-18,2020,Spring 2023,23:00,14.20,0.302,0.76,98.00,14.08
05-18,2020,Spring 2023,24:00,13.81,0.302,0.51,98.40,13.93
05-19,2020,Spring 2023,01:00,13.60,0.303,0.25,98.80,13.78
05-19,2020,Spring 2023,02:00,13.67,0.303,0.51,98.90,13.65
05-19,2020,Spring 2023,03:00,13.79,0.303,0.00,98.50,13.55
05-19,2020,Spring 2023,04:00,13.79,0.303,0.00,97.50,13.46
05-19,2020,Spring 2023,05:00,13.60,0.303,0.00,96.40,13.39
05-19,2020,Spring 2023,06:00,13.36,0.300,0.00,97.10,13.30
05-19,2020,Spring 2023,07:00,13.26,0.297,0.00,96.80,13.21
05-19,2020,Spring 2023,08:00,13.23,0.296,0.00,97.00,13.14
05-19,2020,Spring 2023,09:00,13.71,0.295,0.25,94.80,13.12
05-19,2020,Spring 2023,10:00,14.32,0.295,0.00,91.30,13.19
05-19,2020,Spring 2023,11:00,14.67,0.294,0.00,88.80,13.33
05-19,2020,Spring 2023,12:00,14.78,0.293,0.00,87.80,13.51
05-19,2020,Spring 2023,13:00,14.68,0.292,0.00,86.10,13.70
05-19,2020,Spring 2023,14:00,15.35,0.292,0.00,79.39,13.95
05-19,2020,Spring 2023,15:00,15.88,0.291,0.00,75.27,14.26
05-19,2020,Spring 2023,16:00,17.30,0.290,0.00,69.04,14.55
05-19,2020,Spring 2023,17:00,17.71,0.289,0.00,66.03,14.99
05-19,2020,Spring 2023,18:00,17.39,0.289,0.00,64.87,15.22
05-19,2020,Spring 2023,19:00,16.80,0.288,0.00,68.70,15.20
05-19,2020,Spring 2023,20:00,17.97,0.287,0.00,67.38,15.13
05-19,2020,Spring 2023,21:00,17.83,0.285,0.00,70.94,15.16
05-19,2020,Spring 2023,22:00,16.72,0.285,0.00,78.04,15.02
05-19,2020,Spring 2023,23:00,16.32,0.284,0.00,79.38,14.77
05-19,2020,Spring 2023,24:00,15.64,0.283,0.00,80.80,14.48
05-20,2020,Spring 2023,01:00,15.08,0.283,0.00,81.00,14.22
05-20,2020,Spring 2023,02:00,14.19,0.282,0.00,81.50,13.94
05-20,2020,Spring 2023,03:00,13.35,0.282,0.00,84.70,13.63
05-20,2020,Spring 2023,04:00,12.38,0.281,0.00,89.50,13.33
05-20,2020,Spring 2023,05:00,11.41,0.280,0.00,92.50,13.07
05-20,2020,Spring 2023,06:00,11.08,0.280,0.00,90.70,12.79
05-20,2020,Spring 2023,07:00,10.62,0.279,0.00,90.90,12.50
05-20,2020,Spring 2023,08:00,12.03,0.278,0.00,82.40,12.28
05-20,2020,Spring 2023,09:00,12.95,0.278,0.00,77.07,12.23
05-20,2020,Spring 2023,10:00,14.41,0.276,0.00,70.32,12.57
05-20,2020,Spring 2023,11:00,15.86,0.274,0.00,61.63,13.40
05-20,2020,Spring 2023,12:00,17.25,0.271,0.00,55.77,14.46
05-20,2020,Spring 2023,13:00,18.17,0.258,0.00,49.00,15.80
05-20,2020,Spring 2023,14:00,18.74,0.252,0.00,42.68,17.13
05-20,2020,Spring 2023,15:00,19.17,0.250,0.00,42.64,18.25
05-20,2020,Spring 2023,16:00,19.41,0.248,0.00,39.18,18.78
05-20,2020,Spring 2023,17:00,19.43,0.246,0.00,40.59,18.21
05-20,2020,Spring 2023,18:00,19.18,0.244,0.00,40.43,17.71
05-20,2020,Spring 2023,19:00,18.90,0.242,0.00,40.02,17.67
05-20,2020,Spring 2023,20:00,18.34,0.240,0.00,41.76,17.50
05-20,2020,Spring 2023,21:00,17.05,0.238,0.00,47.05,16.99
05-20,2020,Spring 2023,22:00,16.00,0.237,0.00,51.92,16.37
05-20,2020,Spring 2023,23:00,14.32,0.236,0.00,56.66,15.79
05-20,2020,Spring 2023,24:00,12.42,0.235,0.00,71.00,15.23
05-21,2020,Spring 2023,01:00,13.21,0.234,0.00,62.53,14.78
05-21,2020,Spring 2023,02:00,13.29,0.234,0.00,59.99,14.46
05-21,2020,Spring 2023,03:00,13.01,0.233,0.00,62.39,14.19
05-21,2020,Spring 2023,04:00,12.80,0.232,0.00,61.24,13.94
05-21,2020,Spring 2023,05:00,12.57,0.231,0.00,60.70,13.67
05-21,2020,Spring 2023,06:00,11.56,0.230,0.00,66.56,13.38
05-21,2020,Spring 2023,07:00,11.48,0.229,0.00,67.43,13.09
05-21,2020,Spring 2023,08:00,13.44,0.229,0.00,58.92,12.90
05-21,2020,Spring 2023,09:00,15.02,0.229,0.00,53.84,12.98
05-21,2020,Spring 2023,10:00,16.44,0.228,0.00,52.73,13.51
05-21,2020,Spring 2023,11:00,17.71,0.227,0.00,52.68,14.54
05-21,2020,Spring 2023,12:00,18.89,0.226,0.00,53.80,15.94
05-21,2020,Spring 2023,13:00,19.44,0.224,0.00,56.07,17.37
05-21,2020,Spring 2023,14:00,19.97,0.223,0.00,56.96,17.98
05-21,2020,Spring 2023,15:00,21.17,0.222,0.00,55.53,18.51
05-21,2020,Spring 2023,16:00,21.78,0.220,0.00,56.63,19.23
05-21,2020,Spring 2023,17:00,21.30,0.218,0.00,61.06,19.32
05-21,2020,Spring 2023,18:00,21.12,0.217,0.00,64.86,19.17
05-21,2020,Spring 2023,19:00,20.35,0.216,0.00,67.97,19.37
05-21,2020,Spring 2023,20:00,19.62,0.215,0.00,70.27,19.34
05-21,2020,Spring 2023,21:00,18.54,0.214,0.00,73.73,18.94
05-21,2020,Spring 2023,22:00,17.65,0.213,0.00,77.84,18.38
05-21,2020,Spring 2023,23:00,17.17,0.213,0.00,80.20,17.82
05-21,2020,Spring 2023,24:00,16.15,0.212,0.00,89.80,17.36
05-22,2020,Spring 2023,01:00,15.83,0.212,0.00,90.20,16.99
05-22,2020,Spring 2023,02:00,15.76,0.212,0.00,90.40,16.67
05-22,2020,Spring 2023,03:00,15.75,0.211,0.00,87.60,16.41
05-22,2020,Spring 2023,04:00,15.11,0.211,0.00,88.20,16.13
05-22,2020,Spring 2023,05:00,14.33,0.211,0.00,92.60,15.81
05-22,2020,Spring 2023,06:00,14.55,0.211,0.00,93.60,15.51
05-22,2020,Spring 2023,07:00,14.50,0.211,0.00,95.70,15.31
05-22,2020,Spring 2023,08:00,14.99,0.210,0.00,94.10,15.22
05-22,2020,Spring 2023,09:00,15.52,0.210,0.00,92.70,15.25
05-22,2020,Spring 2023,10:00,15.59,0.211,0.00,95.20,15.43
05-22,2020,Spring 2023,11:00,15.87,0.214,0.76,96.90,15.67
05-22,2020,Spring 2023,12:00,16.39,0.215,0.00,94.60,16.09
05-22,2020,Spring 2023,13:00,16.76,0.215,0.00,93.10,16.56
05-22,2020,Spring 2023,14:00,17.42,0.214,0.00,87.80,17.14
05-22,2020,Spring 2023,15:00,18.16,0.214,0.00,82.60,17.64
05-22,2020,Spring 2023,16:00,18.67,0.213,0.00,79.58,17.97
05-22,2020,Spring 2023,17:00,19.61,0.213,0.00,74.18,18.27
05-22,2020,Spring 2023,18:00,20.01,0.212,0.00,71.99,18.64
05-22,2020,Spring 2023,19:00,19.72,0.211,0.00,76.04,18.86
05-22,2020,Spring 2023,20:00,18.91,0.210,0.00,79.86,18.77
05-22,2020,Spring 2023,21:00,18.04,0.210,0.00,84.60,18.38
05-22,2020,Spring 2023,22:00,16.42,0.210,0.00,94.40,17.91
05-22,2020,Spring 2023,23:00,15.44,0.209,0.00,98.80,17.40
05-22,2020,Spring 2023,24:00,14.61,0.209,0.00,99.90,16.91
05-23,2020,Spring 2023,01:00,14.20,0.208,0.00,100.00,16.46
05-23,2020,Spring 2023,02:00,15.02,0.208,0.00,100.00,16.16
05-23,2020,Spring 2023,03:00,15.32,0.208,0.00,100.00,15.96
05-23,2020,Spring 2023,04:00,15.47,0.208,0.00,99.90,15.82
05-23,2020,Spring 2023,05:00,15.41,0.208,0.00,99.90,15.71
05-23,2020,Spring 2023,06:00,15.47,0.208,0.00,99.90,15.62
05-23,2020,Spring 2023,07:00,15.35,0.208,0.00,99.70,15.53
05-23,2020,Spring 2023,08:00,15.84,0.208,0.00,98.40,15.47
05-23,2020,Spring 2023,09:00,16.96,0.208,0.00,91.30,15.60
05-23,2020,Spring 2023,10:00,18.05,0.208,0.00,86.10,15.99
05-23,2020,Spring 2023,11:00,19.04,0.208,0.00,79.90,16.60
05-23,2020,Spring 2023,12:00,20.30,0.208,0.00,74.23,17.41
05-23,2020,Spring 2023,13:00,21.36,0.207,0.00,69.54,18.62
05-23,2020,Spring 2023,14:00,21.72,0.206,0.00,68.46,19.53
05-23,2020,Spring 2023,15:00,22.67,0.205,0.00,65.24,20.19
05-23,2020,Spring 2023,16:00,23.16,0.204,0.00,62.74,20.90
05-23,2020,Spring 2023,17:00,23.37,0.203,0.00,61.31,20.87
05-23,2020,Spring 2023,18:00,23.34,0.202,0.00,59.86,20.72
05-23,2020,Spring 2023,19:00,22.81,0.201,0.00,62.00,20.50
05-23,2020,Spring 2023,20:00,21.79,0.200,0.00,65.46,20.17
05-23,2020,Spring 2023,21:00,20.48,0.200,0.00,71.36,19.73
05-23,2020,Spring 2023,22:00,19.33,0.199,0.00,77.19,19.18
05-23,2020,Spring 2023,23:00,18.79,0.199,0.00,78.81,18.68
05-23,2020,Spring 2023,24:00,18.25,0.198,0.00,77.72,18.23
05-24,2020,Spring 2023,01:00,17.68,0.198,0.00,78.26,17.82
05-24,2020,Spring 2023,02:00,17.62,0.198,0.00,78.42,17.45
05-24,2020,Spring 2023,03:00,17.84,0.198,0.00,78.60,17.13
05-24,2020,Spring 2023,04:00,17.70,0.197,0.00,80.30,16.89
05-24,2020,Spring 2023,05:00,17.31,0.198,0.00,85.40,16.73
05-24,2020,Spring 2023,06:00,17.24,0.198,0.00,88.00,16.60
05-24,2020,Spring 2023,07:00,17.41,0.198,0.00,89.50,16.47
05-24,2020,Spring 2023,08:00,17.88,0.198,0.00,89.20,16.39
05-24,2020,Spring 2023,09:00,19.24,0.198,0.00,86.20,16.50
05-24,2020,Spring 2023,10:00,21.36,0.198,0.00,80.40,16.97
05-24,2020,Spring 2023,11:00,23.49,0.198,0.00,72.08,18.00
05-24,2020,Spring 2023,12:00,25.38,0.197,0.00,64.23,19.33
05-24,2020,Spring 2023,13:00,26.66,0.196,0.00,58.36,20.59
05-24,2020,Spring 2023,14:00,27.47,0.194,0.00,54.62,21.61
05-24,2020,Spring 2023,15:00,28.27,0.193,0.00,50.35,22.45
05-24,2020,Spring 2023,16:00,28.95,0.192,0.00,47.01,22.82
05-24,2020,Spring 2023,17:00,29.41,0.190,0.00,45.58,22.40
05-24,2020,Spring 2023,18:00,29.39,0.189,0.00,46.88,22.17
05-24,2020,Spring 2023,19:00,29.33,0.188,0.00,47.43,22.27
05-24,2020,Spring 2023,20:00,28.81,0.188,0.00,49.36,22.26
05-24,2020,Spring 2023,21:00,27.30,0.187,0.00,56.43,21.97
05-24,2020,Spring 2023,22:00,23.29,0.187,0.00,75.17,21.54
05-24,2020,Spring 2023,23:00,21.27,0.186,0.00,85.20,20.99
05-24,2020,Spring 2023,24:00,20.07,0.186,0.00,93.00,20.46
05-25,2020,Spring 2023,01:00,19.40,0.186,0.00,96.60,19.96
05-25,2020,Spring 2023,02:00,18.83,0.186,0.00,98.60,19.52
05-25,2020,Spring 2023,03:00,18.39,0.185,0.00,99.70,19.11
05-25,2020,Spring 2023,04:00,17.94,0.185,0.00,100.00,18.73
05-25,2020,Spring 2023,05:00,17.35,0.184,0.00,100.00,18.38
05-25,2020,Spring 2023,06:00,16.83,0.184,0.00,100.00,18.02
05-25,2020,Spring 2023,07:00,16.85,0.184,0.00,100.00,17.67
05-25,2020,Spring 2023,08:00,19.14,0.184,0.00,97.20,17.46
05-25,2020,Spring 2023,09:00,21.43,0.184,0.00,88.70,17.71
05-25,2020,Spring 2023,10:00,21.95,0.185,0.00,85.10,18.10
05-25,2020,Spring 2023,11:00,23.26,0.185,0.00,77.40,18.55
05-25,2020,Spring 2023,12:00,24.80,0.185,0.00,70.44,19.30
05-25,2020,Spring 2023,13:00,26.85,0.185,0.00,62.68,20.60
05-25,2020,Spring 2023,14:00,28.03,0.184,0.00,58.33,22.21
05-25,2020,Spring 2023,15:00,29.20,0.184,0.00,54.69,23.36
05-25,2020,Spring 2023,16:00,30.07,0.183,0.00,47.78,24.15
05-25,2020,Spring 2023,17:00,30.30,0.182,0.00,47.07,23.85
05-25,2020,Spring 2023,18:00,30.36,0.182,0.00,45.16,23.65
05-25,2020,Spring 2023,19:00,29.04,0.181,0.00,49.10,23.54
05-25,2020,Spring 2023,20:00,25.19,0.180,0.00,70.63,23.04
05-25,2020,Spring 2023,21:00,22.36,0.181,0.25,92.00,22.47
05-25,2020,Spring 2023,22:00,21.83,0.181,0.00,95.50,22.00
05-25,2020,Spring 2023,23:00,21.17,0.180,0.00,96.90,21.53
05-25,2020,Spring 2023,24:00,20.40,0.180,0.00,98.60,21.04
05-26,2020,Spring 2023,01:00,20.27,0.180,0.00,94.90,20.57
05-26,2020,Spring 2023,02:00,21.14,0.180,0.00,84.10,20.13
05-26,2020,Spring 2023,03:00,19.70,0.179,0.00,91.70,19.77
05-26,2020,Spring 2023,04:00,18.35,0.179,0.00,99.10,19.43
05-26,2020,Spring 2023,05:00,18.25,0.179,0.00,98.80,19.08
05-26,2020,Spring 2023,06:00,18.21,0.179,0.00,97.90,18.76
05-26,2020,Spring 2023,07:00,17.82,0.179,0.00,99.50,18.47
05-26,2020,Spring 2023,08:00,20.12,0.179,0.00,93.20,18.30
05-26,2020,Spring 2023,09:00,22.66,0.179,0.00,82.90,18.55
05-26,2020,Spring 2023,10:00,24.97,0.179,0.00,74.98,19.37
05-26,2020,Spring 2023,11:00,26.65,0.179,0.00,68.54,20.69
05-26,2020,Spring 2023,12:00,28.14,0.179,0.00,62.30,22.27
05-26,2020,Spring 2023,13:00,29.35,0.178,0.00,54.85,23.79
05-26,2020,Spring 2023,14:00,30.36,0.178,0.00,48.33,25.03
